Date,PX_LAST
2010-09-22,7.2813
2010-09-23,7.25
2010-09-24,7.4533
2010-09-27,7.45
2010-09-28,7.5023
2010-09-29,7.5833
2010-09-30,7.569
2010-10-01,7.5667
2010-10-04,7.4167
2010-10-05,7.66
2010-10-06,7.5273
2010-10-07,7.5533
2010-10-08,7.6113
2010-10-11,7.65
2010-10-12,7.6933
2010-10-13,7.7577
2010-10-14,7.7333
2010-10-15,7.8067
2010-10-18,7.83
2010-10-19,7.69
2010-10-20,7.7767
2010-10-21,7.7643
2010-10-22,7.8533
2010-10-25,7.9367
2010-10-26,7.9271
2010-10-27,7.98
2010-10-28,7.9587
2010-10-29,7.9967
2010-11-01,7.96
2010-11-02,8.08
2010-11-03,8.15
2010-11-04,8.3133
2010-11-05,8.3125
2010-11-08,8.3367
2010-11-09,8.2533
2010-11-10,8.1741
2010-11-11,8.1967
2010-11-12,8.1433
2010-11-15,8.1113
2010-11-16,7.946
2010-11-17,7.95
2010-11-18,8.14
2010-11-19,8.18
2010-11-22,8.1566
2010-11-23,8.1422
2010-11-24,8.3408
2010-11-26,8.3
2010-11-29,8.23
2010-11-30,8.12
2010-12-01,8.3367
2010-12-02,8.4567
2010-12-03,8.5193
2010-12-06,8.52
2010-12-07,8.5633
2010-12-08,8.6167
2010-12-09,8.6376
2010-12-10,8.69
2010-12-13,8.6667
2010-12-14,8.64
2010-12-15,8.62
2010-12-16,8.6467
2010-12-17,8.6567
2010-12-20,8.6533
2010-12-21,8.67
2010-12-22,8.6533
2010-12-23,8.6267
2010-12-27,8.6533
2010-12-28,8.6243
2010-12-29,8.6567
2010-12-30,8.6267
2010-12-31,8.5433
2011-01-03,8.6633
2011-01-04,8.61
2011-01-05,8.6833
2011-01-06,8.75
2011-01-07,8.6871
2011-01-10,8.7267
2011-01-11,8.7467
2011-01-12,8.8367
2011-01-13,8.7887
2011-01-14,8.885
2011-01-18,8.9267
2011-01-19,8.8413
2011-01-20,8.7267
2011-01-21,8.6767
2011-01-24,8.7959
2011-01-25,8.7533
2011-01-26,8.868
2011-01-27,8.8933
2011-01-28,8.7067
2011-01-31,8.7567
2011-02-01,8.998
2011-02-02,9.0589
2011-02-03,9.0433
2011-02-04,9.06
2011-02-07,9.1107
2011-02-08,9.1666
2011-02-09,9.1377
2011-02-10,9.2333
2011-02-11,9.2867
2011-02-14,9.3867
2011-02-15,9.2933
2011-02-16,9.386
2011-02-17,9.46
2011-02-18,9.416
2011-02-22,9.1808
2011-02-23,8.9913
2011-02-24,9.0467
2011-02-25,9.2333
2011-02-28,9.1987
2011-03-01,9.058
2011-03-02,9.1133
2011-03-03,9.3207
2011-03-04,9.2667
2011-03-07,9.1267
2011-03-08,9.22
2011-03-09,9.1367
2011-03-10,8.9033
2011-03-11,8.9333
2011-03-14,8.8567
2011-03-15,8.7585
2011-03-16,8.6267
2011-03-17,8.6433
2011-03-18,8.6967
2011-03-21,8.8667
2011-03-22,8.84
2011-03-23,8.88
2011-03-24,8.9867
2011-03-25,9.04
2011-03-28,9.02
2011-03-29,9.0933
2011-03-30,9.1733
2011-03-31,9.1533
2011-04-01,9.2067
2011-04-04,9.18
2011-04-05,9.2033
2011-04-06,9.2235
2011-04-07,9.1727
2011-04-08,9.0574
2011-04-11,9.0341
2011-04-12,8.932
2011-04-13,8.9867
2011-04-14,9.0033
2011-04-15,9.0167
2011-04-18,8.86
2011-04-19,8.8803
2011-04-20,9.0833
2011-04-21,9.1118
2011-04-25,9.1117
2011-04-26,9.18
2011-04-27,9.2467
2011-04-28,9.2346
2011-04-29,9.23
2011-05-02,9.1467
2011-05-03,9.0264
2011-05-04,9.0733
2011-05-05,9.03
2011-05-06,9.0333
2011-05-09,9.1337
2011-05-10,9.2267
2011-05-11,9.15
2011-05-12,9.2567
2011-05-13,9.1739
2011-05-16,9.02
2011-05-17,8.96
2011-05-18,9.0869
2011-05-19,9.082
2011-05-20,9.05
2011-05-23,8.9
2011-05-24,8.8066
2011-05-25,8.8633
2011-05-26,8.9507
2011-05-27,8.9837
2011-05-31,9.0833
2011-06-01,9.0
2011-06-02,8.8967
2011-06-03,8.7933
2011-06-06,8.6167
2011-06-07,8.6867
2011-06-08,8.4933
2011-06-09,8.5275
2011-06-10,8.4133
2011-06-13,8.3233
2011-06-14,8.5
2011-06-15,8.3667
2011-06-16,8.1667
2011-06-17,8.23
2011-06-20,8.2767
2011-06-21,8.4733
2011-06-22,8.53
2011-06-23,8.4833
2011-06-24,8.4867
2011-06-27,8.55
2011-06-28,8.6753
2011-06-29,8.7833
2011-06-30,8.9053
2011-07-01,9.0367
2011-07-05,9.06
2011-07-06,9.096
2011-07-07,9.2333
2011-07-08,9.19
2011-07-11,8.9787
