,S&P 500 INDEX,Russell 1000 Value Index,Russell 2000 Total Return Index,Russell 2000 Index,Bloomberg US Corporate Total Return Value Unhedged USD,Bloomberg US Corporate High Yield Total Return Index Value Unhedged USD,LBMA Gold Price PM USD
,SPX Index,RLV Index,RU20INTR Index,RTY Index,LUACTRUU Index,LF98TRUU Index,GOLDLNPM Index
6/17/2020,3113.49,1138.34,7262.81,1426.531,3394.3,2140.26,1724.35
6/18/2020,3115.34,1137.32,7265.92,1427.075,3398.33,2133.2,1719.5
6/19/2020,3097.74,1126.95,7223.17,1418.634,3401.73,2132.49,1734.75
6/22/2020,3117.86,1126.56,7299.05,1433.527,3400.46,2132.15,1761.85
6/23/2020,3131.29,1126.95,7328.68,1439.338,3397.05,2132.94,1768.9
6/24/2020,3050.33,1093.44,7076.4,1389.741,3392.62,2122.08,1766.05
6/25/2020,3083.76,1105.33,7196.81,1413.315,3391.51,2114.22,1756.55
6/26/2020,3009.05,1079.65,7021.09,1378.78,3399.49,2107.93,1747.6
6/29/2020,3053.24,1099.31,7239.88,1421.207,3399.23,2098.47,1771.6
6/30/2020,3100.29,1112.53,7342.9,1441.365,3403.1,2099.86,1768.1
7/1/2020,3115.86,1109.84,7271.88,1427.314,3408.3,2105.5,1771.05
7/2/2020,3130.01,1114.92,7295.19,1431.86,3422.71,2115.24,1777.45
7/3/2020,,,,,,,1772.9
7/6/2020,3179.72,1127.16,7351.5,1442.882,3431.24,2125.62,1787.9
7/7/2020,3145.32,1111.39,7214.59,1415.996,3439.86,2127.78,1789.55
7/8/2020,3169.94,1114.9,7272.91,1427.402,3439.58,2126.12,1811.1
7/9/2020,3152.05,1097.47,7127.95,1398.92,3453.53,2123.64,1812.1
7/10/2020,3185.04,1117.52,7249.43,1422.679,3448.01,2122.32,1803.1
7/13/2020,3155.22,1115.79,7152.06,1403.566,3451.85,2129.49,1807.5
7/14/2020,3197.52,1133.11,7278.31,1428.26,3458.97,2128.19,1801.9
7/15/2020,3226.56,1152.26,7533.17,1478.27,3463.39,2139.71,1804.6
7/16/2020,3215.57,1151.91,7479.19,1467.564,3472.32,2143.32,1807.7
7/17/2020,3224.73,1155.52,7508.57,1473.319,3473.08,2146.46,1807.35
7/20/2020,3251.84,1148.42,7481.24,1467.954,3483.53,2156.71,1815.65
7/21/2020,3257.3,1162.11,7580.96,1487.512,3495.4,2170.14,1842.55
7/22/2020,3276.02,1169.11,7594.42,1490.141,3502.39,2176.14,1852.4
7/23/2020,3235.66,1167.63,7594.89,1490.203,3508.61,2178.63,1878.3
7/24/2020,3215.63,1157.32,7479.77,1467.555,3506.16,2179.98,1902.1
7/27/2020,3239.41,1158.97,7566.94,1484.651,3501.38,2182.28,1936.65
7/28/2020,3218.44,1155.15,7491.05,1469.755,3504.27,2182.51,1940.9
7/29/2020,3258.44,1170.02,7648.41,1500.63,3502.93,2189.46,1950.9
7/30/2020,3246.22,1158.14,7620.58,1495.101,3510.74,2194.25,1957.65
7/31/2020,3271.12,1154.43,7546.14,1480.427,3513.73,2198.3,1964.9
8/3/2020,3294.61,1157.78,7680.68,1506.803,3509.39,2202.82,1958.55
8/4/2020,3306.51,1163.52,7734.02,1517.213,3522.62,2202.84,1977.9
8/5/2020,3327.77,1172.35,7882.3,1546.237,3523.34,2208.86,2048.15
8/6/2020,3349.16,1173.18,7875.06,1544.624,3531.01,2209.68,2067.15
8/7/2020,3351.28,1185.54,8000.99,1569.185,3527.41,2210.69,2031.15
8/10/2020,3360.47,1196.76,8080.08,1584.67,3524.74,2211.11,2044.5
8/11/2020,3333.69,1195.76,8031.53,1575.099,3503.3,2213.3,1939.65
8/12/2020,3380.35,1203.46,8073.23,1583.246,3498.42,2210.61,1931.9
8/13/2020,3373.43,1194.56,8057.03,1579.787,3480.65,2205.8,1944.25
8/14/2020,3372.85,1195.78,8048.5,1577.88,3471.62,2200.22,1944.75
8/17/2020,3381.99,1193.26,8087.51,1585.474,3472.79,2199.8,1972.85
8/18/2020,3389.78,1188.57,8007.69,1569.773,3473.34,2200.58,2008.75
8/19/2020,3374.85,1183.48,8019.65,1572.066,3471.7,2201.49,1981
8/20/2020,3385.51,1178.01,7980.6,1564.301,3478.02,2200.64,1927.15
8/21/2020,3397.16,1178.05,7920.51,1552.476,3482.07,2201.38,1924.35
8/24/2020,3431.28,1195.35,8002.16,1568.47,3482.95,2206.85,1943.95
8/25/2020,3443.62,1194.62,8016.43,1571.209,3472.47,2212.33,1911.15
8/26/2020,3478.73,1192.3,7960.34,1560.193,3467.25,2213.78,1932.95
8/27/2020,3484.55,1200.33,7983.04,1564.563,3448.35,2216.09,1923.85
8/28/2020,3508.01,1209.66,8054.08,1578.343,3450.83,2217.93,1957.35
8/31/2020,3500.31,1199.35,7971.31,1561.876,3465.28,2219.2,
9/1/2020,3526.65,1201.85,8056.74,1578.581,3477.36,2221.12,1972.35
9/2/2020,3580.84,1221.93,8126.75,1592.287,3493.26,2224.73,1947.05
9/3/2020,3455.06,1195.68,7884.4,1544.68,3497.68,2222.79,1940.45
9/4/2020,3426.96,1194.04,7836.76,1535.304,3463.82,2216.94,1926.3
9/7/2020,,,,,,,1928.45
9/8/2020,3331.84,1171.9,7680.07,1504.591,3467.79,2211.57,1910.95
9/9/2020,3398.96,1185.86,7792.32,1526.48,3463.44,2213.34,1947.2
9/10/2020,3339.19,1169.43,7697.82,1507.751,3469.32,2213.59,1966.25
9/11/2020,3340.97,1175.98,7644.39,1497.271,3474.34,2212,1947.4
9/14/2020,3383.54,1191.44,7848.74,1536.974,3479.01,2211.82,1958.7
9/15/2020,3401.2,1190.92,7855.14,1538.154,3477.88,2213.77,1949.35
9/16/2020,3385.49,1197.94,7927.85,1552.329,3478.56,2216.91,1961.8
9/17/2020,3357.01,1192.54,7878.58,1542.598,3481.17,2215.31,1936.25
9/18/2020,3319.47,1181.55,7849.14,1536.779,3477.73,2214.21,1950.85
9/21/2020,3281.06,1154.59,7586.27,1485.252,3475.99,2200.76,1909.35
9/22/2020,3315.57,1158.18,7646.1,1496.961,3478.6,2195.81,1906
9/23/2020,3236.92,1134.35,7413.93,1451.458,3471.36,2192.51,1873.4
9/24/2020,3246.59,1135.86,7416.31,1451.819,3463,2182.1,1861.75
9/25/2020,3298.46,1148.74,7534.38,1474.908,3453.86,2180.44,1859.7
9/28/2020,3351.6,1168.08,7715.67,1510.342,3455.86,2187.48,1864.3
9/29/2020,3335.47,1158.86,7689.44,1504.727,3462.61,2190.07,1883.95
9/30/2020,3363,1167.71,7705.04,1507.692,3455.36,2196.37,1886.9
10/1/2020,3380.8,1169.88,7825.83,1531.202,3459.37,2200.05,1902
10/2/2020,3348.44,1173.39,7867.28,1539.297,3455.96,2199.8,1903.05
10/5/2020,3408.63,1192.02,8085.41,1581.965,3447.34,2208.57,1909.6
10/6/2020,3360.95,1180.85,8061.69,1577.291,3461.43,2216.26,1913.4
10/7/2020,3419.45,1199.92,8234.36,1611.041,3451.02,2218.22,1884.5
10/8/2020,3446.83,1214.75,8324.31,1628.547,3458.55,2222.73,1887.45
10/9/2020,3477.13,1217.11,8370.45,1637.545,3460.01,2226.14,1923.25
10/12/2020,3534.22,1226.31,8429.27,1649.053,,,1925.5
10/13/2020,3511.93,1214,8366.97,1636.848,3478.11,2231.04,1891.3
10/14/2020,3488.67,1208.73,8289.76,1621.651,3479.48,2230.67,1910.05
10/15/2020,3483.34,1212.77,8378.3,1638.883,3474.27,2224.77,1891.9
10/16/2020,3483.81,1215.25,8352.36,1633.808,3475.78,2227.4,1905.05
10/19/2020,3426.92,1198.48,8249.23,1613.628,3472.51,2229.35,1905.6
10/20/2020,3443.12,1204.04,8270.09,1617.706,3462.31,2230.01,1898.4
10/21/2020,3435.56,1199.52,8198.92,1603.776,3458.77,2229.48,1924.15
10/22/2020,3453.49,1215.47,8334.5,1630.254,3451.26,2229.36,1900.95
10/23/2020,3465.39,1217.57,8387.15,1640.502,3456.98,2231,1903.65
10/26/2020,3400.97,1192.35,8206.76,1605.209,3466.55,2225.82,1898.45
10/27/2020,3390.68,1177.44,8131.46,1590.482,3474.82,2222.95,1905.7
10/28/2020,3271.03,1142.28,7890.18,1543.275,3468.06,2209.52,1869.95
10/29/2020,3310.11,1152.1,7984.09,1561.577,3453.86,2208.65,1870.3
10/30/2020,3269.96,1150.46,7866.42,1538.479,3449.14,2207.52,1881.85
11/2/2020,3310.24,1172.59,8020.53,1568.592,3454.87,2212.38,1889.9
11/3/2020,3369.16,1194.54,8254.29,1614.295,3453.26,2221.59,1908.3
11/4/2020,3443.44,1194.52,8258.59,1615.083,3489.62,2240.55,1900.15
11/5/2020,3510.45,1215.07,8489.4,1660.046,3501.92,2254.6,1938.45
11/6/2020,3509.44,1212.97,8408.63,1644.159,3494.84,2254.14,1940.8
11/9/2020,3550.5,1262.93,8721.12,1705.037,3479.47,2278.49,1867.3
11/10/2020,3545.53,1276.72,8885,1737.009,3473.94,2274.06,1878.7
11/11/2020,3572.66,1272.9,8884.62,1736.935,,,1860.95
11/12/2020,3537.01,1256.09,8740.09,1708.47,3490.05,2264.9,1874.85
11/13/2020,3585.15,1280.89,8923.9,1744.042,3490.74,2264.9,1890.9
11/16/2020,3626.91,1304.3,9135.47,1785.336,3495.15,2271.69,1885.6
11/17/2020,3609.53,1298.44,9169.32,1791.914,3506.07,2274.75,1889.05
11/18/2020,3567.79,1283.67,9053.74,1769.316,3512.25,2278.66,1876.1
11/19/2020,3581.87,1288.04,9130.21,1784.134,3524.56,2278.51,1857.35
11/20/2020,3557.54,1281.57,9136.6,1785.341,3533.34,2278.77,1875.7
11/23/2020,3577.59,1299.08,9305.44,1818.297,3528.58,2282.59,1840.2
11/24/2020,3635.41,1326.48,9486.17,1853.532,3526.27,2290.75,1799.6
11/25/2020,3629.65,1318.06,9443,1845.024,3525.91,2291.96,1810.2
11/26/2020,,,,,,,1807.4
11/27/2020,3638.35,1317.04,9496.36,1855.27,3537.77,2293.18,1779.3
11/30/2020,3621.63,1302.19,9316.39,1819.816,3545.23,2294.85,1762.55
12/1/2020,3662.45,1314.82,9399.78,1836.047,3532.21,2299.29,1810.75
12/2/2020,3669.01,1321.52,9410.1,1838.028,3528.78,2302.83,1822.6
12/3/2020,3666.72,1324.21,9465.59,1848.702,3541.87,2308.22,1832.35
12/4/2020,3699.12,1341.16,9689.79,1892.449,3526.78,2312.97,1843
12/7/2020,3691.96,1333.69,9683.83,1891.252,3536.67,2316,1859.95
12/8/2020,3702.25,1337.8,9819.72,1917.782,3535.45,2317.59,1868.15
12/9/2020,3672.82,1335.94,9740.27,1902.147,3521.12,2316.91,1841.75
12/10/2020,3668.1,1333.92,9846.19,1922.703,3534.57,2317.36,1844.35
12/11/2020,3663.46,1331.52,9790.05,1911.697,3536.02,2317.07,1842
12/14/2020,3647.49,1318.12,9803.01,1913.856,3537.44,2319.16,1831.15
12/15/2020,3694.62,1337.54,10038.6,1959.763,3532.97,2320.67,1850.65
12/16/2020,3701.17,1333.67,10003.06,1952.722,3537.29,2321.47,1851.95
12/17/2020,3722.48,1340.5,10133.2,1978.045,3539.72,2323.48,1890.75
12/18/2020,3709.41,1334.3,10092.1,1969.986,3535.14,2324.64,1879.75
12/21/2020,3694.92,1328.03,10094.15,1970.329,3534.25,2320.45,1880
12/22/2020,3687.26,1320.26,10194.68,1989.88,3542.47,2321.82,1877.1
12/23/2020,3690.01,1330.11,10283.04,2007.104,3536.57,2324.92,1875
12/24/2020,3703.06,1332.76,10267.48,2003.95,3544.1,2326.43,
12/28/2020,3735.36,1337.06,10228.04,1996.25,3547.95,2334.9,
12/29/2020,3727.04,1332.46,10039.8,1959.363,3550.43,2336.15,1874.3
12/30/2020,3732.04,1338.84,10148.26,1979.992,3555.16,2337.39,1887.6
12/31/2020,3756.07,1349.62,10122.27,1974.855,3560.67,2338.05,
1/4/2021,3700.65,1330.76,9974.16,1945.914,3553.45,2337.86,1943.2
1/5/2021,3726.86,1342.99,10144.33,1979.108,3536.62,2338.55,1940.35
1/6/2021,3748.14,1375.9,10548.5,2057.92,3509.9,2340.42,1931.95
1/7/2021,3803.79,1387.39,10748.4,2096.885,3509.67,2342.12,1920.1
1/8/2021,3824.68,1388.23,10722.06,2091.659,3506.61,2343.54,1862.9
1/11/2021,3799.61,1388.89,10718.8,2091.008,3501.58,2341.57,1847.25
1/12/2021,3801.19,1396.4,10908.27,2127.959,3500.83,2338.69,1841.25
1/13/2021,3809.84,1394.27,10826.38,2111.966,3522.23,2340.98,1858.85
1/14/2021,3795.54,1399.55,11049.17,2155.349,3514.54,2345.24,1841.75
1/15/2021,3768.25,1386.08,10884.41,2123.201,3519.97,2346.26,1839
1/18/2021,,,,,,,1833.05
1/19/2021,3798.91,1392.75,11027.65,2151.137,3527.74,2349.11,1834.7
1/20/2021,3851.85,1399.49,11076.35,2160.617,3528.65,2352.83,1856.6
1/21/2021,3853.07,1390.52,10978.01,2141.421,3517.27,2353.18,1862.1
1/22/2021,3841.47,1383.53,11118.61,2168.758,3517.26,2349.23,1852.7
1/25/2021,3855.36,1381.73,11090.54,2163.272,3528.34,2349.28,1856.85
1/26/2021,3849.62,1375.16,11021.76,2149.856,3527.58,2349.78,1856.6
1/27/2021,3750.77,1338.6,10810.75,2108.696,3526.07,2345.43,1843
1/28/2021,3787.38,1358.5,10800.48,2106.609,3521.53,2348.15,1853.7
1/29/2021,3714.24,1335.18,10631.64,2073.641,3514.98,2345.78,1863.8
2/1/2021,3773.86,1349.82,10901.11,2126.163,3516.65,2347.46,1862.95
2/2/2021,3826.31,1368.72,11030.82,2151.44,3509.99,2351.92,1833.1
2/3/2021,3830.17,1373.98,11073.49,2159.703,3501.28,2355.66,1835.45
2/4/2021,3871.74,1390.65,11293.42,2202.418,3503.48,2358.99,1785.9
2/5/2021,3886.83,1398.29,11452.4,2233.327,3498.06,2362.3,1802.95
2/8/2021,3915.59,1413.68,11741.97,2289.756,3506.93,2365.81,1835.25
2/9/2021,3911.23,1413.1,11789.93,2298.998,3507.21,2367.35,1839.6
2/10/2021,3909.88,1415.56,11705.22,2282.441,3515.71,2368.45,1842.65
2/11/2021,3916.38,1416.31,11721.77,2285.317,3509.16,2369.59,1840.1
2/12/2021,3934.83,1423.57,11743.08,2289.357,3495.05,2369.47,1816.35
2/15/2021,,,,,,,1817.3
2/16/2021,3932.59,1426.93,11658.81,2272.891,3478.76,2369.82,1794.25
2/17/2021,3931.33,1428.08,11572.9,2256.106,3489.12,2369.27,1780.7
2/18/2021,3913.97,1419.63,11379.91,2218.385,3487.11,2368.01,1773.15
2/19/2021,3906.71,1427.56,11628.29,2266.689,3470.41,2368.32,1786.2
2/22/2021,3876.5,1432.39,11548.23,2251.072,3454.71,2366.78,1807.45
2/23/2021,3881.37,1437.77,11446.96,2231.314,3448.97,2365.29,1799.65
2/24/2021,3925.43,1458.11,11719.5,2284.381,3445.72,2365.25,1788
2/25/2021,3829.34,1429.04,11288.53,2200.172,3413.91,2357.25,1779.65
2/26/2021,3811.15,1413.2,11294.26,2201.051,3454.43,2354.4,1742.85
3/1/2021,3901.82,1444.77,11675.51,2275.321,3443.91,2360.35,1734.15
3/2/2021,3870.29,1438.82,11451.27,2231.509,3446.45,2361.4,1723.85
3/3/2021,3819.72,1435.61,11329.67,2207.793,3429.19,2359.36,1711.4
3/4/2021,3768.47,1418.19,11018.11,2146.924,3410.93,2353.67,1712.1
3/5/2021,3841.94,1449.85,11250.85,2192.212,3400.85,2350.68,1696.25
3/8/2021,3821.35,1462.53,11306.34,2202.985,3382.96,2346.6,1687.05
3/9/2021,3875.44,1461.44,11522.98,2245.059,3395.92,2345.46,1716.9
3/10/2021,3898.81,1479.87,11731.83,2285.683,3404.98,2346.16,1716.2
3/11/2021,3939.34,1484.61,12004.42,2338.542,3406.59,2353.34,1724.25
3/12/2021,3943.34,1496.54,12079.22,2352.789,3378.96,2349.31,1704.8
3/15/2021,3968.94,1504.15,12117.52,2360.168,3384.85,2349.2,1723.65
3/16/2021,3962.71,1493.01,11909.41,2319.518,3383.29,2348.39,1735
3/17/2021,3974.12,1500.37,11996.28,2336.392,3378.83,2344.81,1729.65
3/18/2021,3915.46,1489.13,11643.6,2267.586,3366.04,2337.83,1725.9
3/19/2021,3913.1,1484.19,11746.32,2287.545,3372.04,2336.8,1735.2
3/22/2021,3940.59,1483.151,11640.12,2266.843,3384.11,2342.83,1736.15
3/23/2021,3910.52,1462.377,11223.58,2185.687,3394.38,2346.07,1726.2
3/24/2021,3889.14,1462.279,10959.98,2134.266,3400.41,2350.23,1730.5
3/25/2021,3909.52,1479.56,11211.24,2183.121,3392.98,2349.94,1737.3
3/26/2021,3974.54,1504.219,11408.52,2221.482,3389.36,2351.62,1731.8
3/29/2021,3971.09,1498.083,11086.12,2158.682,3382.95,2353.23,1705.95
3/30/2021,3958.55,1500.125,11279.84,2195.796,3390.19,2352.95,1683.95
3/31/2021,3972.89,1493.549,11407.7,2220.519,3395.15,2357.92,1691.05
4/1/2021,4019.87,1507.534,11579.49,2253.903,3416.35,2362.02,1726.05
4/2/2021,,,,,3406.88,2362.17,
4/5/2021,4077.91,1520.822,11636,2264.886,3409.32,2366.8,
4/6/2021,4073.94,1521.122,11606.57,2259.153,3420.7,2370.97,1744.65
4/7/2021,4079.95,1518.75,11421.22,2223.051,3414.72,2373.14,1738.05
4/8/2021,4097.17,1518.065,11521.85,2242.596,3426.53,2375.34,1755.5
4/9/2021,4128.8,1525.918,11526.72,2243.474,3421.27,2374.72,1741.2
4/12/2021,4127.99,1526.851,11477.06,2233.784,3421.02,2373.37,1732.85
4/13/2021,4141.59,1522.894,11452.18,2228.923,3431.1,2371.86,1747.95
4/14/2021,4124.66,1527.562,11549.24,2247.717,3429.94,2373.27,1735.55
4/15/2021,4170.42,1536.402,11597.57,2257.068,3449.15,2377.86,1757.2
4/16/2021,4185.47,1544.181,11626.41,2262.67,3434.73,2379.36,1774.45
4/19/2021,4163.26,1538.438,11468.85,2232.001,3427.63,2378.53,1774.5
4/20/2021,4134.94,1524.635,11243.92,2188.211,3433.16,2375.47,1777.85
4/21/2021,4173.42,1541.915,11508.21,2239.627,3437.22,2375.5,1798.2
4/22/2021,4134.98,1530.398,11472.33,2232.614,3442.37,2376.74,1787.75
4/23/2021,4180.17,1545.058,11674.21,2271.856,3442.75,2378.69,1781.8
4/26/2021,4187.62,1545.855,11808.65,2298.007,3442.19,2380.81,1773.35
4/27/2021,4186.72,1549.097,11825.42,2301.267,3431,2381.49,1784.15
4/28/2021,4183.18,1550.822,11840.29,2304.158,3432.86,2381.56,1772.2
4/29/2021,4211.47,1564.015,11796.11,2295.456,3428.81,2382.86,1762.65
4/30/2021,4181.17,1551.348,11647.24,2266.449,3432.76,2383.53,1767.65
5/3/2021,4192.66,1562.455,11703.92,2277.451,3437.05,2386.01,
5/4/2021,4164.66,1563.073,11554.18,2248.286,3442.19,2384.75,1797.75
5/5/2021,4167.59,1568.432,11518.99,2241.366,3446.6,2387.32,1782.25
5/6/2021,4201.62,1581.054,11520.35,2241.421,3450.29,2388.4,1813.15
5/7/2021,4232.6,1593.923,11676.38,2271.629,3450.18,2390.52,1836.55
5/10/2021,4188.43,1590.905,11373.77,2212.696,3439.72,2391.58,1840.45
5/11/2021,4152.1,1570.957,11345,2206.987,3428.39,2386.69,1829.1
5/12/2021,4063.04,1540.202,10975.75,2135.139,3413.39,2382.78,1830.7
5/13/2021,4112.5,1561.547,11161.34,2170.95,3420.43,2382.16,1821.8
5/14/2021,4173.85,1581.495,11438.73,2224.63,3434.12,2384.16,1838.1
5/17/2021,4163.29,1580.086,11451.78,2227.119,3432.81,2384.53,1853.7
5/18/2021,4127.83,1565.38,11368.55,2210.877,3429.7,2384.32,1866.75
5/19/2021,4115.68,1556.034,11280.17,2193.642,3420.81,2379.69,1888.45
5/20/2021,4159.12,1564.836,11353.5,2207.76,3435.67,2380.61,1878.3
5/21/2021,4155.86,1569.902,11392.32,2215.268,3440.31,2382.07,1875.9
5/24/2021,4197.05,1578.785,11454.45,2227.338,3447.13,2384.53,1880.15
5/25/2021,4188.13,1569.929,11343.55,2205.75,3460.93,2386.15,1887
5/26/2021,4195.99,1574.669,11567.63,2249.274,3458.11,2387.24,1899.75
5/27/2021,4200.88,1584.32,11691.11,2273.073,3452.56,2388.84,1891.45
5/28/2021,4204.11,1584.495,11671.26,2268.972,3459.13,2390.58,1899.95
5/31/2021,,,,,3459.13,2390.58,
6/1/2021,4202.04,1590.411,11804.06,2294.742,3452.49,2392.41,1899.35
6/2/2021,4208.12,1590.767,11820.11,2297.834,3456.98,2395.27,1902.75
6/3/2021,4192.85,1589.641,11725.36,2279.248,3448.03,2395.19,1866.55
6/4/2021,4229.89,1595.967,11762.44,2286.412,3466.98,2397.24,1890.6
6/7/2021,4226.52,1591.11,11931.1,2319.177,3464.03,2399.58,1888.4
6/8/2021,4227.26,1591.547,12057.65,2343.758,3473.28,2402.22,1893.15
6/9/2021,4219.55,1584.555,11972.88,2327.128,3485.32,2405.65,1894.6
6/10/2021,4239.18,1583.676,11892.66,2311.409,3497.85,2407.42,1888.65
6/11/2021,4247.44,1587.604,12018.33,2335.808,3497.18,2409.13,1881.05
6/14/2021,4255.15,1579.235,11970.44,2326.145,3487.77,2410.14,1865.6
6/15/2021,4246.59,1580.263,11939.77,2320.072,3488.59,2410.34,1865.1
6/16/2021,4223.7,1569.844,11912.19,2314.691,3480.49,2410.16,1860.75
6/17/2021,4221.86,1550.154,11772.69,2287.46,3498.84,2408.38,1778.7
6/18/2021,4166.45,1522.093,11517.01,2237.745,3517.34,2407.36,1773.1
6/21/2021,4224.79,1551.265,11766.02,2286.093,3500.29,2409.41,1775.05
6/22/2021,4246.44,1553.107,11816.99,2295.948,3504.03,2409.9,1775.05
6/23/2021,4241.84,1550.303,11855.99,2303.469,3498.99,2411.98,1791.6
6/24/2021,4266.49,1560.861,12011.57,2333.622,3501.13,2414.13,1784.85
6/25/2021,4280.7,1571.081,12015.75,2334.396,3492.86,2416.19,1786.65
6/28/2021,4290.61,1563.457,11953.89,2322.336,3507.03,2418.45,1780.3
6/29/2021,4291.8,1558.808,11888.11,2308.837,3510.69,2420.11,1755.45
6/30/2021,4297.5,1563.944,11897.38,2310.549,3515.56,2422.6,1763.15
7/1/2021,4319.94,1574.142,11994.66,2329.359,3513.11,2425.84,1781.5
7/2/2021,4352.34,1577.459,11873.43,2305.762,3521.04,2427.4,1786.15
7/5/2021,,,,,,,1791.35
7/6/2021,4343.54,1562.81,11712.61,2274.502,3538.43,2431.48,1809.85
7/7/2021,4358.13,1565.652,11601.19,2252.847,3546.39,2433.76,1804.65
7/8/2021,4320.82,1549.207,11492.43,2231.677,3548.35,2431.17,1807.7
7/9/2021,4369.55,1573.135,11741.65,2280.005,3531.42,2432.35,1806
7/12/2021,4384.63,1578.737,11751.15,2281.825,3531.69,2433.78,1792.4
7/13/2021,4369.21,1566.522,11529.98,2238.864,3519.74,2432.9,1813.85
7/14/2021,4374.3,1563.622,11342.51,2202.358,3536.28,2431.8,1823.2
7/15/2021,4360.03,1562.69,11280.71,2190.293,3546.36,2429.43,1823.75
7/16/2021,4327.16,1550.589,11141.43,2163.238,3542.4,2428.71,1824.3
7/19/2021,4258.49,1521.097,10973.8,2130.68,3563.11,2417.17,1814.9
7/20/2021,4323.06,1547.108,11301.46,2194.298,3555.75,2421.18,1823.05
7/21/2021,4358.69,1562.033,11506.26,2234.042,3544.12,2426.53,1802.15
7/22/2021,4367.48,1556.385,11328.47,2199.475,3556.08,2428.64,1799.45
7/23/2021,4411.79,1565.394,11381.17,2209.649,3550.98,2430.35,1799.6
7/26/2021,4422.3,1570.592,11418.62,2216.921,3548.79,2431.57,1800.2
7/27/2021,4401.46,1570.728,11289.44,2191.833,3560.55,2429.37,1800.35
7/28/2021,4400.64,1569.871,11460.06,2224.957,3564.62,2429.56,1796.6
7/29/2021,4419.15,1580.138,11538.34,2240.029,3557.31,2431.23,1829.3
7/30/2021,4395.26,1574.155,11467.78,2226.246,3563.68,2431.83,1825.75
8/2/2021,4387.16,1570.813,11412.56,2215.495,3574.25,2432.11,1811.45
8/3/2021,4423.15,1583.499,11454.51,2223.581,3573.96,2429.38,1812.65
8/4/2021,4402.66,1568.428,11314.49,2196.322,3574.19,2427.44,1829.1
8/5/2021,4429.1,1577.599,11519.57,2236.007,3563.54,2427.27,1800.75
8/6/2021,4436.52,1587.467,11580.65,2247.761,3539.31,2427.17,1762.9
8/9/2021,4432.35,1584.857,11514.46,2234.808,3530.61,2425.4,1738.85
8/10/2021,4436.75,1594.038,11538.36,2239.363,3523.27,2423.3,1723.35
8/11/2021,4447.7,1603.968,11595.28,2250.343,3524.21,2421.55,1743.6
8/12/2021,4460.83,1604.976,11564.11,2244.073,3524.87,2422.14,1747.4
8/13/2021,4468,1604.542,11457.32,2223.108,3545.85,2423.36,1773.85
8/16/2021,4479.71,1605.252,11356.55,2203.415,3550.45,2423.98,1786.35
8/17/2021,4448.08,1597.118,11221.59,2177.173,3546.15,2423.04,1789.45
8/18/2021,4400.27,1579.359,11127.25,2158.78,3547.22,2423.83,1783.45
8/19/2021,4405.8,1574.283,10992.25,2132.42,3552.13,2420.5,1782.05
8/20/2021,4441.67,1583.971,11173.94,2167.6,3552.53,2421.97,1779.05
8/23/2021,4479.53,1593.208,11383.97,2208.295,3554.64,2426.41,1802
8/24/2021,4486.23,1598.35,11500.57,2230.906,3546.83,2430.34,1808.45
8/25/2021,4496.19,1604.359,11543.82,2239.269,3538.44,2433.06,1788.7
8/26/2021,4470,1594.18,11413.92,2213.979,3541.03,2434.09,1786.6
8/27/2021,4509.37,1608.031,11739.76,2277.151,3552.38,2438.86,1798.5
8/30/2021,4528.79,1603.443,11682.83,2265.99,3559.57,2442.65,
8/31/2021,4522.68,1602.334,11724.3,2273.774,3552.9,2444.32,1814.85
9/1/2021,4524.09,1601.997,11792.97,2287.059,3553.47,2445.67,1811.8
9/2/2021,4536.95,1612.069,11881.13,2304.017,3559.72,2448.15,1812.55
9/3/2021,4535.43,1606.125,11819.59,2292.048,3549.6,2448.93,1823.7
9/6/2021,,,,,,,1821.6
9/7/2021,4520.03,1592.603,11735.02,2275.611,3536.04,2448.51,1802.15
9/8/2021,4514.07,1591.719,11601.88,2249.726,3544.55,2448.83,1786
9/9/2021,4493.28,1584.723,11600.08,2249.129,3562.13,2450.59,1788.25
9/10/2021,4458.58,1572.926,11488.85,2227.546,3553.65,2451.56,1794.6
9/13/2021,4468.73,1581.901,11557.24,2240.784,3562.24,2453.8,1793.9
9/14/2021,4443.05,1566.359,11400.79,2209.985,3574.77,2455.01,1792.75
9/15/2021,4480.7,1580.974,11527.28,2234.448,3570.3,2455.65,1796.95
9/16/2021,4473.75,1575.604,11519.9,2232.911,3562.39,2455.49,1747.95
9/17/2021,4432.99,1566.948,11540.62,2236.871,3556.45,2455.11,1755.95
9/20/2021,4357.73,1543.178,11258.67,2182.202,3568.17,2447.61,1757.75
9/21/2021,4354.19,1538.205,11279.35,2186.183,3568.64,2450.32,1774.45
9/22/2021,4395.64,1553.681,11446.75,2218.561,3575.82,2453.34,1773.4
9/23/2021,4448.98,1575.501,11655.85,2259.041,3551.5,2453.75,1750
9/24/2021,4455.48,1577.162,11599.53,2248.07,3543.89,2451.83,1746.8
9/27/2021,4443.11,1582.949,11769.52,2281.003,3539.73,2450.57,1755.3
9/28/2021,4352.63,1562.917,11505.3,2229.778,3515.8,2443.88,1733.75
9/29/2021,4359.46,1567.488,11485.63,2225.308,3519.4,2445.41,1737.15
9/30/2021,4307.54,1544.073,11378.61,2204.372,3515.5,2444.06,1742.8
10/1/2021,4357.04,1563.387,11571.22,2241.632,3529.28,2444.11,1757.05
