Date,VIX,VIXChange,VIX3m-VIX
2013-12-20,13.79,-0.025770932284036326,10.094980636374817
2013-12-23,13.04,-0.05592213530670359,9.54594253069816
2013-12-24,12.48,-0.043894193557225146,9.13599407845959
2013-12-26,12.33,-0.012092045765028746,9.026186457324256
2013-12-27,12.46,0.01048819618305418,9.12135306230821
2013-12-30,13.56,0.08460076915294233,9.926608950633975
2013-12-31,13.72,0.0117303397854896,10.043737079844997
2014-01-02,14.23,0.03649778980402176,10.417082991705122
2014-01-03,13.76,-0.033586579596563464,10.07301911214775
2014-01-06,13.55,-0.015379285179487667,9.919288442558287
2014-01-07,12.92,-0.047610048971254156,9.458096433789892
2014-01-08,12.87,-0.003877476746420541,9.42149389341145
2014-01-09,12.89,0.00155279534306082,9.436134909562828
2014-01-10,12.14,-0.059946031319743846,8.88709680388617
2014-01-13,13.28,0.08975335841693555,9.721634724514688
2014-01-14,12.28,-0.07828722132929145,8.989583916945813
2014-01-15,12.28,0.0,8.989583916945813
2014-01-16,12.53,0.020153846188980428,9.17259661883803
2014-01-17,12.44,-0.0072086815969435005,9.106712046156831
2014-01-21,12.87,0.033981934297001845,9.42149389341145
2014-01-22,12.84,-0.0023337233462201,9.399532369184382
2014-01-23,13.77,0.06992701447874825,10.080339620223437
2014-01-24,18.14,0.2756271319464272,13.279401649299434
2014-01-27,17.42,-0.040500473262633715,12.752325067849842
2014-01-28,15.8,-0.0976090313914357,11.56640275958826
2014-01-29,17.35,0.09358256635994715,12.70108151132002
2014-01-30,17.29,-0.003464206697669238,12.657158462865887
2014-01-31,18.41,0.06276569554978752,13.47705536734303
2014-02-03,21.44,0.1523643409576149,15.695169314276729
2014-02-04,19.11,-0.11504657795041962,13.989490932641246
2014-02-05,19.95,0.04301738508369086,14.6044136109991
2014-02-06,17.23,-0.14657709279603415,12.613235414411754
2014-02-07,15.29,-0.11945303059886743,11.193056847728133
2014-02-10,15.26,-0.0019639940846599437,11.171095323501065
2014-02-11,14.51,-0.050396958960214476,10.622057217824407
2014-02-12,14.3,-0.014578529630234862,10.468326548234945
2014-02-13,14.14,-0.01125187679743492,10.351198419023923
2014-02-14,13.57,-0.04114618662164893,9.933929458709663
2014-02-18,13.87,0.021866760479962354,10.153544700980325
2014-02-19,15.5,0.11111178959846076,11.346787517317598
