Date,M2_growth_lag1,M2_growth_3m_lag1,M2_growth_yoy_lag1
2019-10-31,0.006569055272285018,0.017826010568567252,0.056728731987259584
2019-11-30,0.00895607605693649,0.02120039242564742,0.06532589342044393
2019-12-31,0.007093365268830754,0.022787872307723056,0.07135807135807126
2020-01-31,0.00448216607536045,0.020667357127682306,0.06706229394412633
2020-02-29,0.004520707441930005,0.016180505747731555,0.06714576927063542
2020-03-31,0.0034902092830502163,0.012544837995178026,0.06827190194875477
2020-04-30,0.0341225132444134,0.042423099188874325,0.10139857736847535
2020-05-31,0.06322265832184137,0.10333998135101519,0.16874271212017278
2020-06-30,0.049726804819503645,0.15417723315975262,0.21856073250989572
2020-07-31,0.016051301547544528,0.13400807442951734,0.2280553565877852
2020-08-31,0.008616942251079784,0.07576691257167334,0.2317125616524882
2020-09-30,0.0036115460363010943,0.028507692995795475,0.22936227370840867
2020-10-31,0.01263841098481766,0.025052961729991496,0.23677501593371564
2020-11-30,0.008298977926651352,0.024729815985728543,0.2359695472222041
2020-12-31,0.012175644452016021,0.03347412251376625,0.24220684608398502
2021-01-31,0.008089585053729031,0.028831701451516034,0.24666801095377178
2021-02-28,0.011823081618916875,0.032427569023712355,0.2557306775797761
2021-03-31,0.01215418331829321,0.032405678488962364,0.26657245549167263
2021-04-30,0.011412151903893442,0.035808388857293316,0.2387572616826512
2021-05-31,0.016965374114707554,0.04107257960551758,0.18486305027847716
2021-06-30,0.013274555450988101,0.04222496204440551,0.14371813221218344
2021-07-31,0.0020628635674830864,0.03259084635456011,0.12797204721159927
2021-08-31,0.007571027162035726,0.023052157115260874,0.1268023633258959
2021-09-30,0.00884073127275542,0.018575548711932344,0.13267341802427657
2021-10-31,0.008043384364351702,0.024654620668123517,0.12753371124280677
2021-11-30,0.007779248355122226,0.02486637229839639,0.12695252190764172
2021-12-31,0.008026266061980314,0.02403896914143111,0.12233261975268395
2022-01-31,0.007315621499772718,0.023299658170115256,0.12147094579435347
2022-02-28,0.005582953382339273,0.02106953892668173,0.1145545958489107
2022-03-31,0.004566484685851746,0.017564989994329316,0.1061992439449364
2022-04-30,0.0017086774099950297,0.01190099562668645,0.09558638337312741
2022-05-31,0.0014023117453954015,0.007694087165725838,0.07882014958640848
2022-06-30,-0.0026216351473579147,0.0004835879462250503,0.061895683629075604
2022-07-31,-0.002135965235324555,-0.003356352702093779,0.05744614423977512
2022-08-31,-1.383968113366496e-05,-0.0047657745761077175,0.049485823843829824
2022-09-30,-0.001499319539593591,-0.0036458716947779246,0.03872918366367517
2022-10-31,-0.003853261873960512,-0.005360569825804573,0.02647039219980396
2022-11-30,-0.0043969091769245905,-0.009720203907457425,0.01406840513983365
2022-12-31,-0.0026647038545034585,-0.010875993346886048,0.003313353235322891
2023-01-31,-0.006642190521566005,-0.013645260335983123,-0.010589001581836732
2023-02-28,-0.0007993830643644451,-0.010081152344659783,-0.016868696215415868
2023-03-31,-0.0010588534264497351,-0.008487243444223247,-0.02237400231201092
2023-04-30,-0.01458055580419182,-0.016410864086070065,-0.0382716162907244
2023-05-31,-0.007027642058764494,-0.02254181294530666,-0.0463675890598384
2023-06-30,0.003389438816777668,-0.01818918447818585,-0.0406201664579805
2023-07-31,-0.0008157076503780836,-0.00447474351496846,-0.039350826690286445
2023-08-31,-0.00039858239130219353,0.002171359241998072,-0.03972043457200192
2023-09-30,-0.0011049458336336304,-0.0023175693831331,-0.039341156902605756
2023-10-31,-0.0009955512805098765,-0.0024971426924961238,-0.03658525272951585
2023-11-30,-0.0016705340894866971,-0.003766424058994522,-0.03394702270588568
2023-12-31,0.0003038033283344621,-0.0023614283996632457,-0.03107162542155939
2024-01-31,8.195377806896609e-05,-0.0012853965472420237,-0.02451284655606978
2024-02-29,0.003383931627227721,0.0037710190913868846,-0.02042881210763603
2024-03-31,0.0042132469865916455,0.0076940135175525,-0.015258940306874802
2024-04-30,0.001951872936899024,0.009578165446298303,0.0012621071452474375
2024-05-31,0.0012461921905291273,0.007427229009430603,0.009605014828794722
2024-06-30,0.0029613875125775735,0.006171362962254179,0.00917431192660545
2024-07-31,0.0029764168885506592,0.007200221545278218,0.013004350790921881
2024-08-31,0.0013273539199605278,0.0072818659125697405,0.014753428935168511
2024-09-30,0.0038868321134710726,0.008211297071129664,0.019824455933630025
2024-10-31,0.003975533726013447,0.009215628644297702,0.02489914210612465
2024-11-30,0.002254685518342736,0.01015026559230403,0.02892882804249397
2024-12-31,0.004827295308618806,0.011096596509264423,0.03358176576646055
2025-01-31,0.000858208955224038,0.007957160975151645,0.03438402321512091
2025-02-28,0.0028566901539723855,0.008562590804705561,0.033840492330160954
2025-03-31,0.00315060154184299,0.006879664179104461,0.03274649571831789
2025-04-30,0.0032565141864504543,0.009292398314878936,0.034091234637458445
2025-05-31,0.006196381903979198,0.012653522121590877,0.03920381117697258
2025-06-30,0.0026385829662260996,0.012136653155761401,0.038869341955116044
2025-07-31,0.005414311540309802,0.01431354985270894,0.04139448010391278
2025-08-31,0.0035870683454874985,0.011683186490455189,0.04374461477280267
2025-09-30,0.0026716137635736104,0.011716515252065296,0.0424811480473668
2025-10-31,0.003759245436655956,0.01005107475486855,0.042256564422941345
2025-11-30,0.0032223754540618987,0.009684032912104401,0.043262876693068275
2025-12-31,0.0009344073027526267,0.007934676890366754,0.03922108208955222
2026-01-31,0.0038283911332126497,0.008004110218761129,0.04230511128509118
